id,degree,recommand_force,lvl_limit,practice_num,boss,limit_time,pass_reward,vip_drop,target,drop_list1,drop_list2,drop_list4,ep,times,target_size,target_0,value_0,target_1,value_1,target_2,value_2,end,,,,
10112,2,8500,0,10,,300,10112,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10120,0,4700,0,10,,300,10120,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10121,1,5000,0,10,,300,10121,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400302,1903100001]","[1400100001,1400400302,1903100001]","[1400100001,1400400302,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10122,2,8800,0,10,,300,10122,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10130,0,4800,0,10,,300,10130,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10131,1,5100,0,10,,300,10131,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400602,1903100001]","[1400100001,1400400602,1903100001]","[1400100001,1400400602,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10132,2,9200,0,10,,300,10132,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10140,0,5000,0,10,,300,10140,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10141,1,5300,0,10,,300,10141,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300000,1903100001]","[1400300000,1903100001]","[1400300000,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10142,2,10200,0,10,,300,10142,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10150,0,5300,0,10,,300,10150,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10151,1,5700,0,10,,300,10151,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400402,1903100001]","[1400100001,1400400402,1903100001]","[1400100001,1400400402,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10152,2,10400,0,10,,300,10152,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10160,0,5400,0,10,,300,10160,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10161,1,5800,0,10,,300,10161,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400202,1903100001]","[1400100001,1400400202,1903100001]","[1400100001,1400400202,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10162,2,11400,0,10,,300,10162,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10170,0,5700,0,10,,300,10170,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10171,1,6100,0,10,,300,10171,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200000,1903100001]","[1400200000,1903100001]","[1400200000,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10172,2,12400,0,10,,300,10172,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10180,0,6100,0,10,,300,10180,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10181,1,6700,0,10,,300,10181,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300000,1903100001]","[1400300000,1903100001]","[1400300000,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10182,2,13000,0,10,,300,10182,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10190,0,6200,0,10,,300,10190,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10191,1,6800,0,10,,300,10191,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200000,1903100001]","[1400200000,1903100001]","[1400200000,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10192,2,13500,0,10,,300,10192,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10200,0,6700,0,10,,300,10200,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10201,1,7100,0,10,,300,10201,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300000,1903100001]","[1400300000,1903100001]","[1400300000,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10202,2,14500,0,10,,300,10202,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
10210,0,7500,0,10,,300,10210,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10211,1,8000,0,10,,300,10211,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200000,1903100001]","[1400200000,1903100001]","[1400200000,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
10212,2,15500,0,10,,300,10212,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20130,0,7500,0,10,,300,20130,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20131,1,8000,0,10,,300,20131,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400103,1903100001]","[1400100001,1400400103,1903100001]","[1400100001,1400400103,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20132,2,15500,0,10,,300,20132,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20140,0,7600,0,10,黑巫族长,300,20140,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20141,1,8100,0,10,黑巫族长,300,20141,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400503,1903100001]","[1400100001,1400400503,1903100001]","[1400100001,1400400503,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20142,2,15900,0,10,黑巫族长,300,20142,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20150,0,7900,0,10,芬里尔狼,300,20150,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20151,1,8400,0,10,芬里尔狼,300,20151,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20152,2,16500,0,10,芬里尔狼,300,20152,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20160,0,8400,0,10,,300,20160,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20161,1,9600,0,10,,300,20161,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400303,1903100001]","[1400100001,1400400303,1903100001]","[1400100001,1400400303,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20162,2,16800,0,10,,300,20162,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20170,0,8600,0,10,,300,20170,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20171,1,9800,0,10,,300,20171,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400603,1903100001]","[1400100001,1400400603,1903100001]","[1400100001,1400400603,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20172,2,17200,0,10,,300,20172,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20180,0,8900,0,10,阿喀琉斯,300,20180,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20181,1,10100,0,10,阿喀琉斯,300,20181,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400403,1903100001]","[1400100001,1400400403,1903100001]","[1400100001,1400400403,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20182,2,17900,0,10,阿喀琉斯,300,20182,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20190,0,9500,0,10,,300,20190,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20191,1,10700,0,10,,300,20191,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20192,2,18800,0,10,,300,20192,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20200,0,10800,0,10,邪恶亡灵,300,20200,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20201,1,11500,0,10,邪恶亡灵,300,20201,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400203,1903100001]","[1400100001,1400400203,1903100001]","[1400100001,1400400203,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
