id,title,pAtkBase,pAtkPer,mAtkBase,mAtkPer,addTarget,addStage,castStart,castOffset,castEnd,castRange,castAngle,castVel,castMax,castGap,castAi,castArg,castSet,callId,hitDelay,hitDura,hitGap,hitSet,targetCamp,actTime,actSet,rType,rWidth,rArg1,rArg2,repeat,playEx,actVel,hitKind,hitDist,atkBuff,hitBuff,atkSp,hitSp,atkAnimName,atkAnimPost,atkCamera,hitCamera,ownFx,ownDelay,atkFx,atkDelay,atkSound,atkCv,hitAnim,hitFx,hitSound,endRow,,,,,,,,,,
1112010,破天之矛2级,,,,3.6,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112020,破天之矛3级,,,,3.9,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112030,破天之矛4级,,,,4.2,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112040,破天之矛5级,,,,4.5,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112050,破天之矛6级,,,,4.8,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112060,破天之矛7级,,,,5.1,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112070,破天之矛8级,,,,5.4,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112080,破天之矛9级,,,,5.7,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1112090,破天之矛10级,,,,6,,,,,,5,,,1,,Bind,,,,0.358,0.62,,2,2,1,18,3,1.3,,,1,,6.72075,,,,,,,Dash,,,,1064,,,,210076,400209,4,2001,260002,,,,,,,,,,,
1212000,灼烧之痕1级,,,,0.37,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212010,灼烧之痕2级,,,,0.44,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212020,灼烧之痕3级,,,,0.51,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212030,灼烧之痕4级,,,,0.58,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212040,灼烧之痕5级,,,,0.65,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212050,灼烧之痕6级,,,,0.72,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212060,灼烧之痕7级,,,,0.79,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212070,灼烧之痕8级,,,,0.86,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212080,灼烧之痕9级,,,,0.93,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1212090,灼烧之痕10级,,,,1,,,,-8,,,,,,,,,,,,3.5,1,2,2,,,1,3.5,8,,1,,,,,,,,,,,,,,,1069,,,,1,2001,260031,,,,,,,,,,,
1312000,圣焰之盾1级,,,,0.35,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312010,圣焰之盾2级,,,,0.4,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312020,圣焰之盾3级,,,,0.45,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312030,圣焰之盾4级,,,,0.5,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312040,圣焰之盾5级,,,,0.55,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312050,圣焰之盾6级,,,,0.6,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312060,圣焰之盾7级,,,,0.65,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312070,圣焰之盾8级,,,,0.7,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312080,圣焰之盾9级,,,,0.75,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1312090,圣焰之盾10级,,,,0.8,,,,,,,,,,,Bind,,,,,5,1.1,2,2,,,3,2.5,,,1,,,,,,,1,1,,,,,,,3061,,,,1,2011,260011,,,,,,,,,,,
1113000,千丝束缚1级,,,,2.1,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113010,千丝束缚2级,,,,2.2,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113020,千丝束缚3级,,,,2.3,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113030,千丝束缚4级,,,,2.4,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113040,千丝束缚5级,,,,2.5,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113050,千丝束缚6级,,,,2.6,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113060,千丝束缚7级,,,,2.7,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113070,千丝束缚8级,,,,2.8,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113080,千丝束缚9级,,,,2.9,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1113090,千丝束缚10级,,,,3,,,,1.2,,5,,8,,,,,4,,0.368,0.699,,2,2,1.067,,3,5,0,0,1,,0.92206,2,-1,,61900,9,9,PullA,PullC,201,,,,1062,,210067,400210,1,,260051,,,,,,,,,,,
1213000,万象封印1级,,,,0.15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213010,万象封印2级,,,,0.3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213020,万象封印3级,,,,0.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213030,万象封印4级,,,,0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10503,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213040,万象封印5级,,,,0.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10504,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213050,万象封印6级,,,,0.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10505,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213060,万象封印7级,,,,1.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10506,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213070,万象封印8级,,,,1.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10507,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213080,万象封印9级,,,,1.35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10508,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1213090,万象封印10级,,,,1.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10509,,,,,,,,,,,,,1,2001,,,,,,,,,,,,
1313000,雷神之锤1级,,,,1.2,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313010,雷神之锤2级,,,,1.4,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313020,雷神之锤3级,,,,1.6,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313030,雷神之锤4级,,,,1.8,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313040,雷神之锤5级,,,,2,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313050,雷神之锤6级,,,,2.2,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313060,雷神之锤7级,,,,2.4,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313070,雷神之锤8级,,,,2.6,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313080,雷神之锤9级,,,,2.8,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1313090,雷神之锤10级,,,,3,,,,,,,,,,,,,,,0.3816,,,3,2,1,,3,3.5,0,0,1,,1.63388,,-1,,,9,9,PullB,,,,,,1063,,210068,,5,,260002,,,,,,,,,,,
1114000,审判之光1级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114001,审判之光1级2招,,,,0.44,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114010,审判之光2级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114011,审判之光2级2招,,,,0.48,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114020,审判之光3级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114021,审判之光3级2招,,,,0.52,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114030,审判之光4级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114031,审判之光4级2招,,,,0.56,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114040,审判之光5级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114041,审判之光5级2招,,,,0.6,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114050,审判之光6级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114051,审判之光6级2招,,,,0.64,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114060,审判之光7级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114061,审判之光7级2招,,,,0.68,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114070,审判之光8级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114071,审判之光8级2招,,,,0.72,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114080,审判之光9级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114081,审判之光9级2招,,,,0.76,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1114090,审判之光10级1招,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,1,,0.53256,,,,,0,0,HolyLightA,,207,,1068,,,,210075,400208,,,,,,,,,,,,,,
1114091,审判之光10级2招,,,,0.8,,,,,,,,,,,,,,,,5,0.55,3,2,0.5,8,3,5,0,0,1,,,,-1,,,2,2,HolyLightB,HolyLightC,,2,,,1067,,,,,2011,260004,,,,,,,,,,,
1214000,惩戒之光1级,,,,0.02,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400,,,,,,,,,,,,,,,,,,,,,,,,,,
1214010,惩戒之光2级,,,,0.04,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10401,,,,,,,,,,,,,,,,,,,,,,,,,,
1214020,惩戒之光3级,,,,0.06,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10402,,,,,,,,,,,,,,,,,,,,,,,,,,
1214030,惩戒之光4级,,,,0.08,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403,,,,,,,,,,,,,,,,,,,,,,,,,,
1214040,惩戒之光5级,,,,0.1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10404,,,,,,,,,,,,,,,,,,,,,,,,,,
1214050,惩戒之光6级,,,,0.12,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10405,,,,,,,,,,,,,,,,,,,,,,,,,,
1214060,惩戒之光7级,,,,0.14,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10406,,,,,,,,,,,,,,,,,,,,,,,,,,
1214070,惩戒之光8级,,,,0.16,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10407,,,,,,,,,,,,,,,,,,,,,,,,,,
1214080,惩戒之光9级,,,,0.18,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10408,,,,,,,,,,,,,,,,,,,,,,,,,,
1214090,惩戒之光10级,,,,0.2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10409,,,,,,,,,,,,,,,,,,,,,,,,,,
1314000,双重审判1级,,,,,1,2,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
