id,title,ico,soul_bk,soul_show,soul_front,rank,job,level,hp,mp,sp,patk,pdef,matk,mdef,crit,parry,weakdef,weakatk,hit,dodge,natureatk,naturedef,holyatk,holydef,darkatk,darkdef,speed,aiId,aiDefenseId,attack,skill,bornBuff,dieSkill,drop_type,bornFx,avatar,hitCv,dieCv,story,desc,cut_coin,cut_max,endRow
7010,锐利之剑,1820301,1930001,1931002,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,"[6581,6582]",,,,,,7010,,,,复仇之焰的爪牙魔兽，在黑夜中苏醒。,,,
7011,愤怒之剑,1820201,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,"[6581,6582]",,,,,,7011,,,,一旦暴怒时身躯会变得庞大的魔兽，它的冲击力可震碎敌人。,,,
7012,深渊之剑,1820401,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,"[6581,6582]",,,,,,7012,,,,圣杯碎片分裂而成的魔兽，巨大的爪子充满了威胁力。,,,
7013,黎明之枪,1820101,1930001,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6586],,,,,,7013,,,,神话中为世界带来黎明的魔兽，象征着光辉与希望。,,,
7014,嗜血之枪,1820801,1930001,1931002,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6586],,,,,,7014,,,,狂热嗜血的魔兽，毫不留情地将猎物撕碎。,,,
7015,毁灭骑士,1820101,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7015,,,,圣杯碎片分裂的魔兽，巨大的爪子充满了威胁力。,,,
7016,破坏骑士,1820801,1930001,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7016,,,,神话中为世界带来黎明的魔兽，象征着光辉与希望。,,,
7017,远古骑士,1822901,1930001,1931002,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7017,,,,狂热嗜血的魔兽，不留情地将猎物撕碎。,,,
7018,月夜巨魔,1822601,1930001,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6403],,,,,[6204],7018,,,,巨魔族之一，在月夜时会倾巢而出。,,,
7019,咆哮巨魔,1822601,1930001,1931001,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6403],,,,,[6204],7019,,,,巨魔族之一，发怒时咆哮声震耳欲聋。,,,
7020,风暴巨魔,1822601,1930001,1931002,1830001,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6403],,,,,[6204],7020,,,,巨魔族之一，据说它喷出的气息能产生强大的风暴。,,,
7021,冷酷战士,1820101,1930001,1931002,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7021,,,,迈锡尼为了战争培训的冷血战士。,,,
7022,圣殿战士,1820801,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7022,,,,信仰神灵的圣殿战士，正义之光无所不在。,,,
7023,刀锋战士,1820801,1930001,1931002,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7023,,,,刀锋舞动的神秘战士，出没在神秘的遗迹之中。,,,
7024,狂暴战士,1820101,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],,,,,,7024,,,,通过咒文强化的狂暴战士，成为了为杀戮而诞生的傀儡。,,,
7025,海格力士,1820101,1930002,1931001,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6506],"{""6507"":1}",,,,,7025,,,,希腊神话里的英雄，完成了十二项不可能的任务，创造奇迹。,,,
7026,盗贼之王,1822901,1930002,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6506],"{""6509"":1}",,,,,7026,,,,横行在佩达斯与特洛伊之间的侠义盗贼之王。,,,
7027,炸弹手尼克,1820201,1930001,1931001,1830001,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6591],,,,,,7027,420021,420022,,希腊神话中的死神，会在深夜悄悄带走期限者的生命。,,,
7028,封印之狼,1821201,1930001,1931002,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,"[6501,6502]",,,,,,7028,420031,420022,,被封印的魔狼，等待着诸神黄昏的浩劫到来。,,,
7029,复仇女神,1821701,1930002,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,"[6536,6537]","{""6539"":1}",,,,,7029,,,,罪恶之人将会受到复仇女神无止境的惩罚。,,,
7030,帕特洛克罗斯,1821801,1930002,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6537],"{""6538"":1}",,,,,7030,,,,命运三女神之一，她决定着所有人生命的长短，拥有触发毁灭风暴的命运女神之弓。,,,
7031,死神塔纳托斯,1821301,1930001,1931001,1830001,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6561],"{""6562"":1}",,,,,7031,,,,希腊神话中的死神，会在深夜悄悄带走期限者的生命。,,,
7032,远古之红魔,1822601,1930002,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6003],,,,,[6201],7032,,,,命运三女神之一，她决定着所有人生命的长短，拥有触发毁灭风暴的命运女神之弓。,,,
7033,远古之蓝魔,1822601,1930001,1931001,1830001,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6203],,,,,[6207],7033,,,,希腊神话中的死神，会在深夜悄悄带走期限者的生命。,,,
7034,芬里尔狼,1821201,1930001,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,"[6501,6502]","{""6500"":1}",,,,,7034,420031,420022,,在诸神的黄昏中与天父奥丁作战的邪恶魔狼。,,,
7035,希腊军统领,1821601,1930001,1931001,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6511],"{""6514"":1}",,,,,7035,,,,希腊军队的大统领，能,,,
7036,卡喀亚,1821901,1930001,1931001,1830001,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6546],"{""6547"":1}",,,,,7036,,,,希腊神话中的堕落和恶毒女神。,,,
7037,远古之红魔,1822601,1930002,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6003],"{""6004"":1}",,,,"[6201,6202,6203]",7037,,,,希腊神话中的擎天神，背负着苍天的巨人。,,,
7038,远古之蓝魔,1822601,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6203],"{""6204"":1}",,,,"[6207,6208,6209]",7038,,,,穿透黑夜的曙光之神，迎接黎明审判的时刻。,,,
7039,丧尸英雄王,1823101,1930002,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6556],"{""6558"":1}",,,,,7039,,,,赫拉克勒斯死后不腐的肉身转化成的可怕丧尸，具备主人生前的强大力量。,,,
7040,修谱诺斯,1821501,1930001,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6516],"{""6519"":1}",,,,,7040,,,,司掌睡眠的神祗，能向一切有生命的存在降下梦魇。,,,
7041,阿喀琉斯,1821001,1930002,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6521],"{""6525"":1}",,,,,7041,,,,攻破特洛伊的主导强者，希腊神话中昭著的战神。,,,
7042,狄俄尼索斯,1821101,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6551],"{""6553"":1}",,,,,7042,,,,奥林匹斯的酒神，象征欢乐与迷幻，拥有重生不死的力量。,,,
7043,阿伽门农,1820901,1930002,1931001,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6531],"{""6533"":1}",,,,,7043,,,,主导特洛伊战争的迈锡尼王，统领希腊军队征战八方。,,,
7044,曙光女神,1822201,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6541],"{""6544"":1}",,,,,7044,,,,穿透黑夜的曙光之神，迎接黎明审判的时刻。,,,
7045,美狄亚,1822401,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6566],"{""6568"":1}",,,,,7045,,,,奥林匹斯的酒神，象征欢乐与迷幻，拥有重生不死的力量。,,,
7046,堤丰,1822001,1930001,1931001,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6546],"{""6548"":1}",,,,,7046,,,,曾经与宙斯大战的风暴妖魔，众多怪物的主人，《战神黎明》之中曾经是卡俄斯的忠实随从。,,,
7047,海伦,1822101,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6576],"{""6579"":1}",,,,,7047,,,,引发特洛伊战争的导火线，放荡却深情的绝美女子。,,,
7048,阿特拉斯,1821401,1930002,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6516],"{""6518"":1}",,,,,7048,,,,希腊神话中的擎天神，背负着苍天的巨人。,,,
7049,雅典娜,1822301,1930001,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6526],"{""6527"":1}",,,,,7049,420001,420002,,智慧与奇迹，胜利与希望，宛若曙光照耀天际的正义女神。,,,
7050,阿斯特瑞亚,1823201,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6571],"{""6572"":1}",,,,,7050,,,,引发特洛伊战争的导火线，放荡却深情的绝美女子。,,,
7051,宙斯,1823301,1930002,1931002,1830101,0,64,1,,,,,,,,,,,,,,,,,,,,5500,302,305,[6596],"{""6598"":1}",[64200],,,,7051,,,,穿透黑夜的曙光之神，迎接黎明审判的时刻。,,,
7052,泰坦巨人,1823501,1930001,1931002,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6621],"{""6622"":1}",,,,,7052,,,,智慧与奇迹，胜利与希望，宛若曙光照耀天际的正义女神。,,,
7053,美杜莎,1823601,1930002,1931001,1830001,0,32,1,,,,,,,,,,,,,,,,,,,,5500,301,304,[6626],"{""6628"":1}",,,,,7053,,,,希腊神话里的英雄，完成了十二项不可能的任务，创造奇迹。,,,
8001,经验兽,1822501,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5000,301,304,"[8133,8134]",,,,,,8001,,,,快来吃我吧！,,,
8002,经验兽,1822501,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5000,301,304,"[8133,8134]",,,,,,8002,,,,快来吃我吧！,,,
8003,经验兽,1822501,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5000,301,304,"[8133,8134]",,,,,,8003,,,,快来吃我吧！,,,
8004,经验兽,1822501,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5000,301,304,"[8133,8134]",,,,,,8004,,,,快来吃我吧！,,,
8005,经验兽,1822501,1930001,1931001,1830101,0,32,1,,,,,,,,,,,,,,,,,,,,5000,301,304,"[8133,8134]",,,,,,8005,,,,快来吃我吧！,,,
100005,阿卡玛斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100005,,,,,,,
100006,查尔,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100006,,,,,,,
100007,斯拉,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100007,,,,,,,
100008,玛朵,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100008,,,,,,,
100009,利欧斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100009,,,,,,,
100010,莉莉娅,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100010,,,,,,,
100011,洛那纳,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100011,,,,,,,
100012,莫特,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100012,,,,,,,
100013,希娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100013,,,,,,,
100014,菲罗,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100014,,,,,,,
100015,雅典娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100015,,,,,,,
100200,阿伽门农,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100200,,,,,,,
100201,菲恩,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100201,,,,,,,
100202,尼欧娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100202,,,,,,,
100203,瑟琳,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100203,,,,,,,
100204,卡莲,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100204,,,,,,,
100205,扎蕾,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100205,,,,,,,
100206,涅索,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100206,,,,,,,
100207,莱洛,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100207,,,,,,,
100208,普尔,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100208,,,,,,,
100209,疯子雷诺斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100209,,,,,,,
100210,华克罗,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100210,,,,,,,
100211,霍海利德,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100211,,,,,,,
100212,萨托,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100212,,,,,,,
100213,奥德修斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100213,,,,,,,
100214,西林,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100214,,,,,,,
100215,智者,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100215,,,,,,,
100216,阿喀琉斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100216,,,,,,,
100217,雅典娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100217,,,,,,,
100218,斯琳娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100218,,,,,,,
100219,阿革诺尔,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100219,,,,,,,
100220,阿斯特瑞亚,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100220,,,,,,,
100221,尼克斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100221,,,,,,,
100301,珀尔修斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100301,,,,,,,
100302,杰克尔,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100302,,,,,,,
100303,莱斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100303,,,,,,,
100304,杜修,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100304,,,,,,,
100305,扎特,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100305,,,,,,,
100306,伊翁,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100306,,,,,,,
100307,欧罗巴,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100307,,,,,,,
100308,克瑞乌萨,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100308,,,,,,,
100309,克素托斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100309,,,,,,,
100310,吉尔,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100310,,,,,,,
100311,伊芙琳,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100311,,,,,,,
100312,厄里菲斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100312,,,,,,,
100313,阿尔克迈翁,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100313,,,,,,,
100314,曼托,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100314,,,,,,,
100315,荷马,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100315,,,,,,,
100316,阿德拉斯托,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100316,,,,,,,
100317,复仇女神,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100317,,,,,,,
100318,阿尔西诺埃,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100318,,,,,,,
100319,卡吕尔荷,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100319,,,,,,,
100320,雅典娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100320,,,,,,,
100401,伊阿宋,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100401,,,,,,,
100402,雪莱,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100402,,,,,,,
100403,瓦伦,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100403,,,,,,,
100404,帕里斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100404,,,,,,,
100405,赫克托耳,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100405,,,,,,,
100406,安德罗马克,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100406,,,,,,,
100407,普里阿摩斯,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100407,,,,,,,
100408,波吕克赛娜,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,101,,,,,,,,100408,,,,,,,
