id,scene,soul1,pos1,lv1,soul2,pos2,lv2,soul3,pos3,lv3,soul4,pos4,lv4,gold,item,itemamount,box,name,endRow
301801,81856,701805,"[1,1]",28,701905,"[1,2]",25,702005,"[1,3]",25,702106,"[1,4]",25,72000,1403400001,"[5,17]",,第十八关,
301901,81956,701905,"[1,1]",30,702005,"[1,2]",26,702105,"[1,3]",26,702206,"[1,4]",26,76000,1403400001,"[5,19]",,第十九关,
302001,82056,702006,"[1,1]",32,702106,"[1,2]",27,702206,"[1,3]",27,702307,"[1,4]",27,80000,1403400001,"[7,19]",1303301004,第二十关,
302101,82156,702106,"[1,1]",34,702206,"[1,2]",28,702306,"[1,3]",28,702407,"[1,4]",28,84000,1403400001,"[7,21]",,第二十一关,
302201,82256,702206,"[1,1]",36,702306,"[1,2]",29,702406,"[1,3]",29,702507,"[1,4]",29,88000,1403400001,"[7,23]",,第二十二关,
302301,82356,702306,"[1,1]",38,702406,"[1,2]",30,702506,"[1,3]",30,702607,"[1,4]",30,92000,1403400001,"[7,25]",,第二十三关,
302401,82456,702406,"[1,1]",40,702506,"[1,2]",31,702606,"[1,3]",31,702707,"[1,4]",31,96000,1403400001,"[7,26]",,第二十四关,
302501,82556,702507,"[1,1]",42,702607,"[1,2]",32,702707,"[1,3]",32,702808,"[1,4]",32,100000,1403400001,"[10,26]",1303301005,第二十五关,
302601,82656,702607,"[1,1]",44,702707,"[1,2]",33,702807,"[1,3]",33,702908,"[1,4]",33,104000,1403400001,"[10,28]",,第二十六关,
302701,82756,702707,"[1,1]",46,702807,"[1,2]",34,702907,"[1,3]",34,703008,"[1,4]",34,108000,1403400001,"[10,30]",,第二十七关,
302801,82856,702807,"[1,1]",48,702907,"[1,2]",35,703007,"[1,3]",35,703108,"[1,4]",35,112000,1403400001,"[10,32]",,第二十八关,
302901,82956,702907,"[1,1]",50,703007,"[1,2]",36,703107,"[1,3]",36,703208,"[1,4]",36,116000,1403400001,"[10,34]",,第二十九关,
303001,83056,703008,"[1,1]",52,703108,"[1,2]",52,703208,"[1,3]",52,703309,"[1,4]",52,120000,1403400001,"[12,34]",1303301006,第三十关,
303101,83156,703108,"[1,1]",54,703208,"[1,2]",54,703308,"[1,3]",54,703409,"[1,4]",54,124000,1403400001,"[12,36]",,第三十一关,
303201,83256,703208,"[1,1]",56,703308,"[1,2]",56,703408,"[1,3]",56,703509,"[1,4]",56,128000,1403400001,"[12,38]",,第三十二关,
303301,83356,703308,"[1,1]",58,703408,"[1,2]",58,703508,"[1,3]",58,703609,"[1,4]",58,132000,1403400001,"[12,40]",,第三十三关,
303401,83456,703408,"[1,1]",60,703508,"[1,2]",60,703608,"[1,3]",60,703709,"[1,4]",60,136000,1403400001,"[12,40]",,第三十四关,
303501,83556,703508,"[1,1]",62,703608,"[1,2]",62,703708,"[1,3]",62,703809,"[1,4]",62,140000,1403400001,"[14,40]",1303301007,第三十五关,
303601,83656,703608,"[1,1]",64,703708,"[1,2]",64,703808,"[1,3]",64,703909,"[1,4]",64,144000,1403400001,"[14,41]",,第三十六关,
303701,83756,703708,"[1,1]",66,703808,"[1,2]",66,703908,"[1,3]",66,704009,"[1,4]",66,148000,1403400001,"[14,42]",,第三十七关,
303801,83856,703808,"[1,1]",68,703908,"[1,2]",68,704008,"[1,3]",68,704109,"[1,4]",68,152000,1403400001,"[14,43]",,第三十八关,
303901,83956,703908,"[1,1]",70,704008,"[1,2]",70,704108,"[1,3]",70,704209,"[1,4]",70,156000,1403400001,"[14,44]",,第三十九关,
304001,84056,704008,"[1,1]",75,704108,"[1,2]",75,704208,"[1,3]",75,704309,"[1,4]",75,160000,1403400001,"[20,40]",1303301008,第四十关,
400101,80156,701002,"[1,1]",4,701102,"[1,2]",5,701203,"[1,3]",6,701304,"[1,4]",7,4000,1403400001,"[1,1]",,第一关,
400201,80256,701102,"[1,1]",6,701202,"[1,2]",7,701303,"[1,3]",8,701404,"[1,4]",9,8000,1403400001,"[1,1]",,第二关,
400301,80356,701202,"[1,1]",8,701302,"[1,2]",9,701403,"[1,3]",10,701504,"[1,4]",11,12000,1403400001,"[1,2]",,第三关,
400401,80456,701302,"[1,1]",10,701402,"[1,2]",11,701503,"[1,3]",12,701604,"[1,4]",13,16000,1403400001,"[1,2]",,第四关,
400501,80556,701402,"[1,1]",11,701502,"[1,2]",12,701603,"[1,3]",13,701704,"[1,4]",14,20000,1403400001,"[2,2]",1303301001,第五关,
400601,80656,701502,"[1,1]",12,701602,"[1,2]",13,701703,"[1,3]",14,701804,"[1,4]",15,24000,1403400001,"[2,3]",,第六关,
400701,80756,701602,"[1,1]",13,701702,"[1,2]",14,701803,"[1,3]",15,701904,"[1,4]",16,28000,1403400001,"[2,3]",,第七关,
400801,80856,701702,"[1,1]",14,701802,"[1,2]",15,701903,"[1,3]",16,702004,"[1,4]",17,32000,1403400001,"[2,3]",,第八关,
400901,80956,701802,"[1,1]",15,701902,"[1,2]",16,702003,"[1,3]",17,702104,"[1,4]",18,36000,1403400001,"[2,3]",,第九关,
401001,81056,701902,"[1,1]",16,702002,"[1,2]",17,702103,"[1,3]",18,702204,"[1,4]",19,40000,1403400001,"[3,4]",1303301002,第十关,
401101,81156,702003,"[1,1]",17,702103,"[1,2]",18,702203,"[1,3]",19,702304,"[1,4]",20,44000,1403400001,"[3,5]",,第十一关,
401201,81256,702103,"[1,1]",18,702203,"[1,2]",19,702303,"[1,3]",20,702404,"[1,4]",21,48000,1403400001,"[3,7]",,第十二关,
401301,81356,702203,"[1,1]",19,702303,"[1,2]",20,702403,"[1,3]",21,702504,"[1,4]",22,52000,1403400001,"[3,9]",,第十三关,
401401,81456,702303,"[1,1]",20,702403,"[1,2]",21,702503,"[1,3]",22,702604,"[1,4]",23,56000,1403400001,"[3,11]",,第十四关,
401501,81556,702403,"[1,1]",23,702503,"[1,2]",24,702603,"[1,3]",25,702704,"[1,4]",26,60000,1403400001,"[5,11]",1303301003,第十五关,
401601,81656,702503,"[1,1]",26,702603,"[1,2]",27,702703,"[1,3]",28,702804,"[1,4]",29,64000,1403400001,"[5,13]",,第十六关,
401701,81756,702603,"[1,1]",29,702703,"[1,2]",30,702803,"[1,3]",31,702904,"[1,4]",32,68000,1403400001,"[5,15]",,第十七关,
401801,81856,702703,"[1,1]",32,702803,"[1,2]",33,702903,"[1,3]",34,703004,"[1,4]",35,72000,1403400001,"[5,17]",,第十八关,
401901,81956,702803,"[1,1]",35,702903,"[1,2]",36,703003,"[1,3]",37,703104,"[1,4]",38,76000,1403400001,"[5,19]",,第十九关,
402001,82056,702903,"[1,1]",38,703003,"[1,2]",39,703103,"[1,3]",40,703304,"[1,4]",41,80000,1403400001,"[7,19]",1303301004,第二十关,
402101,82156,704903,"[1,1]",41,703104,"[1,2]",42,703203,"[1,3]",43,703304,"[1,4]",44,84000,1403400001,"[7,21]",,第二十一关,
402102,82156,703003,"[1,1]",44,705004,"[1,2]",45,703203,"[1,3]",46,703304,"[1,4]",47,84000,1403400001,"[7,21]",,第二十一关,
402103,82156,703003,"[1,1]",47,703104,"[1,2]",48,705103,"[1,3]",49,703304,"[1,4]",50,84000,1403400001,"[7,21]",,第二十一关,
402104,82156,703003,"[1,1]",50,703104,"[1,2]",51,703203,"[1,3]",52,705204,"[1,4]",53,84000,1403400001,"[7,21]",,第二十一关,
402201,82256,703103,"[1,1]",53,703204,"[1,2]",54,703303,"[1,3]",55,703404,"[1,4]",56,88000,1403400001,"[7,23]",,第二十二关,
402301,82356,703203,"[1,1]",56,703304,"[1,2]",57,703403,"[1,3]",58,703504,"[1,4]",59,92000,1403400001,"[7,25]",,第二十三关,
402401,82456,703303,"[1,1]",58,703404,"[1,2]",59,703503,"[1,3]",60,703604,"[1,4]",61,96000,1403400001,"[7,26]",,第二十四关,
402501,82556,703403,"[1,1]",60,703504,"[1,2]",61,703603,"[1,3]",62,703704,"[1,4]",63,100000,1403400001,"[10,26]",1303301005,第二十五关,
402601,82656,703503,"[1,1]",62,703604,"[1,2]",63,703703,"[1,3]",64,703804,"[1,4]",65,104000,1403400001,"[10,28]",,第二十六关,
402701,82756,703603,"[1,1]",64,703704,"[1,2]",65,703803,"[1,3]",66,703904,"[1,4]",67,108000,1403400001,"[10,30]",,第二十七关,
402801,82856,703703,"[1,1]",66,703804,"[1,2]",67,703903,"[1,3]",68,704004,"[1,4]",69,112000,1403400001,"[10,32]",,第二十八关,
402901,82956,703803,"[1,1]",68,703904,"[1,2]",69,704003,"[1,3]",70,704104,"[1,4]",71,116000,1403400001,"[10,34]",,第二十九关,
403001,83056,703904,"[1,1]",70,704005,"[1,2]",71,704106,"[1,3]",72,704207,"[1,4]",73,120000,1403400001,"[12,34]",1303301006,第三十关,
403101,83156,704004,"[1,1]",72,704105,"[1,2]",73,704206,"[1,3]",74,704307,"[1,4]",75,124000,1403400001,"[12,36]",,第三十一关,
403201,83256,704104,"[1,1]",74,704205,"[1,2]",75,704306,"[1,3]",76,704407,"[1,4]",77,128000,1403400001,"[12,38]",,第三十二关,
403301,83356,704204,"[1,1]",76,704305,"[1,2]",77,704406,"[1,3]",78,704507,"[1,4]",79,132000,1403400001,"[12,40]",,第三十三关,
403401,83456,704304,"[1,1]",78,704405,"[1,2]",79,704506,"[1,3]",80,704607,"[1,4]",81,136000,1403400001,"[12,40]",,第三十四关,
403501,83556,704406,"[1,1]",80,704507,"[1,2]",81,704608,"[1,3]",82,704709,"[1,4]",83,140000,1403400001,"[14,40]",1303301007,第三十五关,
403601,83656,704506,"[1,1]",82,704607,"[1,2]",83,704708,"[1,3]",84,704809,"[1,4]",85,144000,1403400001,"[14,41]",,第三十六关,
403701,83756,704606,"[1,1]",84,704707,"[1,2]",85,704808,"[1,3]",86,704909,"[1,4]",87,148000,1403400001,"[14,42]",,第三十七关,
403801,83856,704706,"[1,1]",86,704807,"[1,2]",87,704908,"[1,3]",88,705009,"[1,4]",89,152000,1403400001,"[14,43]",,第三十八关,
403901,83956,704806,"[1,1]",88,704907,"[1,2]",89,705008,"[1,3]",90,705109,"[1,4]",91,156000,1403400001,"[14,44]",,第三十九关,
404001,84056,704906,"[1,1]",90,705007,"[1,2]",91,705108,"[1,3]",92,705209,"[1,4]",93,160000,1403400001,"[20,40]",1303301008,第四十关,
500101,80156,701003,"[1,1]",6,701104,"[1,2]",7,701205,"[1,3]",8,701306,"[1,4]",9,4000,1403400001,"[1,1]",,第一关,
500201,80256,701103,"[1,1]",8,701204,"[1,2]",9,701305,"[1,3]",10,701406,"[1,4]",11,8000,1403400001,"[1,1]",,第二关,
500301,80356,701203,"[1,1]",10,701304,"[1,2]",11,701405,"[1,3]",12,701506,"[1,4]",13,12000,1403400001,"[1,2]",,第三关,
500401,80456,701303,"[1,1]",11,701404,"[1,2]",12,701505,"[1,3]",13,701606,"[1,4]",14,16000,1403400001,"[1,2]",,第四关,
500501,80556,701403,"[1,1]",12,701504,"[1,2]",13,701605,"[1,3]",14,701706,"[1,4]",15,20000,1403400001,"[2,2]",1303301001,第五关,
500601,80656,701503,"[1,1]",13,701604,"[1,2]",14,701705,"[1,3]",15,701806,"[1,4]",16,24000,1403400001,"[2,3]",,第六关,
500701,80756,701603,"[1,1]",14,701704,"[1,2]",15,701805,"[1,3]",16,701906,"[1,4]",17,28000,1403400001,"[2,3]",,第七关,
500801,80856,701703,"[1,1]",15,701804,"[1,2]",16,701905,"[1,3]",17,702006,"[1,4]",18,32000,1403400001,"[2,3]",,第八关,
500901,80956,701803,"[1,1]",16,701904,"[1,2]",17,702005,"[1,3]",18,702106,"[1,4]",19,36000,1403400001,"[2,3]",,第九关,
501001,81056,701903,"[1,1]",17,702004,"[1,2]",18,702105,"[1,3]",19,702206,"[1,4]",20,40000,1403400001,"[3,4]",1303301002,第十关,
501101,81156,702004,"[1,1]",18,702105,"[1,2]",19,702206,"[1,3]",20,702307,"[1,4]",21,44000,1403400001,"[3,5]",,第十一关,
501201,81256,702104,"[1,1]",19,702205,"[1,2]",20,702306,"[1,3]",21,702407,"[1,4]",22,48000,1403400001,"[3,7]",,第十二关,
501301,81356,702204,"[1,1]",20,702305,"[1,2]",21,702406,"[1,3]",22,702507,"[1,4]",23,52000,1403400001,"[3,9]",,第十三关,
501401,81456,702304,"[1,1]",21,702405,"[1,2]",22,702506,"[1,3]",23,702607,"[1,4]",24,56000,1403400001,"[3,11]",,第十四关,
501501,81556,702404,"[1,1]",23,702505,"[1,2]",24,702606,"[1,3]",25,702707,"[1,4]",26,60000,1403400001,"[5,11]",1303301003,第十五关,
501601,81656,702504,"[1,1]",26,702605,"[1,2]",27,702706,"[1,3]",28,702807,"[1,4]",29,64000,1403400001,"[5,13]",,第十六关,
501701,81756,702604,"[1,1]",29,702705,"[1,2]",30,702806,"[1,3]",31,702907,"[1,4]",32,68000,1403400001,"[5,15]",,第十七关,
501801,81856,702704,"[1,1]",32,702805,"[1,2]",33,702906,"[1,3]",34,703007,"[1,4]",35,72000,1403400001,"[5,17]",,第十八关,
501901,81956,702804,"[1,1]",35,702905,"[1,2]",36,703006,"[1,3]",37,703107,"[1,4]",38,76000,1403400001,"[5,19]",,第十九关,
502001,82056,702904,"[1,1]",38,703005,"[1,2]",39,703106,"[1,3]",40,703207,"[1,4]",41,80000,1403400001,"[7,19]",1303301004,第二十关,
502101,82156,703004,"[1,1]",41,703105,"[1,2]",42,703206,"[1,3]",43,703307,"[1,4]",44,84000,1403400001,"[7,21]",,第二十一关,
502201,82256,703104,"[1,1]",44,703205,"[1,2]",45,703306,"[1,3]",46,703407,"[1,4]",47,84000,1403400001,"[7,23]",,第二十二关,
502301,82356,703204,"[1,1]",47,703305,"[1,2]",48,703406,"[1,3]",49,703507,"[1,4]",50,84000,1403400001,"[7,25]",,第二十三关,
502401,82456,703304,"[1,1]",50,703405,"[1,2]",51,703506,"[1,3]",52,703607,"[1,4]",53,84000,1403400001,"[7,26]",,第二十四关,
502501,82556,703404,"[1,1]",53,703505,"[1,2]",54,703606,"[1,3]",55,703707,"[1,4]",56,88000,1403400001,"[10,26]",1303301005,第二十五关,
502601,82656,703504,"[1,1]",56,703605,"[1,2]",57,705105,"[1,3]",58,703807,"[1,4]",59,92000,1403400001,"[10,28]",,第二十六关,
502602,82656,703604,"[1,1]",59,705005,"[1,2]",60,703705,"[1,3]",61,703807,"[1,4]",62,92000,1403400001,"[10,28]",,第二十六关,
502603,82656,703704,"[1,1]",62,703605,"[1,2]",63,704905,"[1,3]",64,703807,"[1,4]",65,92000,1403400001,"[10,28]",,第二十六关,
502604,82656,703804,"[1,1]",65,703605,"[1,2]",66,703705,"[1,3]",67,704807,"[1,4]",68,92000,1403400001,"[10,28]",,第二十六关,
502701,82756,703904,"[1,1]",68,703706,"[1,2]",69,703806,"[1,3]",70,703907,"[1,4]",71,96000,1403400001,"[10,30]",,第二十七关,
502801,82856,704004,"[1,1]",71,703806,"[1,2]",72,703906,"[1,3]",73,704007,"[1,4]",74,100000,1403400001,"[10,32]",,第二十八关,
502901,82956,704104,"[1,1]",74,703906,"[1,2]",75,704006,"[1,3]",76,704107,"[1,4]",77,104000,1403400001,"[10,34]",,第二十九关,
503001,83056,704206,"[1,1]",77,704307,"[1,2]",78,704408,"[1,3]",79,704508,"[1,4]",80,108000,1403400001,"[12,34]",1303301006,第三十关,
503101,83156,704308,"[1,1]",80,704408,"[1,2]",81,704508,"[1,3]",82,704608,"[1,4]",83,112000,1403400001,"[12,36]",,第三十一关,
503201,83256,704409,"[1,1]",83,704509,"[1,2]",84,704609,"[1,3]",85,704709,"[1,4]",86,116000,1403400001,"[12,38]",,第三十二关,
503301,83356,704509,"[1,1]",86,704609,"[1,2]",87,704709,"[1,3]",88,704809,"[1,4]",89,120000,1403400001,"[12,40]",,第三十三关,
503401,83456,704609,"[1,1]",89,704709,"[1,2]",90,704809,"[1,3]",91,704909,"[1,4]",92,124000,1403400001,"[12,40]",,第三十四关,
503501,83556,704709,"[1,1]",92,704809,"[1,2]",93,704909,"[1,3]",94,705009,"[1,4]",95,128000,1403400001,"[14,40]",1303301007,第三十五关,
503601,83656,704809,"[1,1]",94,704909,"[1,2]",95,705009,"[1,3]",96,705109,"[1,4]",96,132000,1403400001,"[14,41]",,第三十六关,
503701,83756,704909,"[1,1]",94,705009,"[1,2]",95,705109,"[1,3]",96,705209,"[1,4]",96,136000,1403400001,"[14,42]",,第三十七关,
503801,83856,705009,"[1,1]",94,705109,"[1,2]",95,705209,"[1,3]",96,705309,"[1,4]",96,140000,1403400001,"[14,43]",,第三十八关,
503901,83956,705109,"[1,1]",94,705209,"[1,2]",95,705309,"[1,3]",96,705409,"[1,4]",96,144000,1403400001,"[14,44]",,第三十九关,
504001,84056,705209,"[1,1]",94,705309,"[1,2]",95,705409,"[1,3]",96,705509,"[1,4]",96,148000,1403400001,"[20,40]",1303301008,第四十关,
600101,80156,701004,"[1,1]",6,701104,"[1,2]",7,701205,"[1,3]",8,701306,"[1,4]",9,4000,1403400001,"[1,1]",,第一关,
600201,80256,701104,"[1,1]",8,701204,"[1,2]",9,701305,"[1,3]",10,701406,"[1,4]",11,8000,1403400001,"[1,1]",,第二关,
600301,80356,701204,"[1,1]",10,701304,"[1,2]",11,701405,"[1,3]",12,701506,"[1,4]",13,12000,1403400001,"[1,2]",,第三关,
600401,80456,701304,"[1,1]",12,701404,"[1,2]",13,701505,"[1,3]",14,701606,"[1,4]",15,16000,1403400001,"[1,2]",,第四关,
600501,80556,701404,"[1,1]",14,701504,"[1,2]",15,701605,"[1,3]",16,701706,"[1,4]",17,20000,1403400001,"[2,2]",1303301001,第五关,
600601,80656,701504,"[1,1]",16,701604,"[1,2]",17,701705,"[1,3]",18,701806,"[1,4]",19,24000,1403400001,"[2,3]",,第六关,
600701,80756,701604,"[1,1]",17,701704,"[1,2]",18,701805,"[1,3]",19,701906,"[1,4]",22,28000,1403400001,"[2,3]",,第七关,
600801,80856,701704,"[1,1]",18,701804,"[1,2]",19,701905,"[1,3]",20,702006,"[1,4]",25,32000,1403400001,"[2,3]",,第八关,
600901,80956,701804,"[1,1]",19,701904,"[1,2]",20,702005,"[1,3]",21,702106,"[1,4]",28,36000,1403400001,"[2,3]",,第九关,
601001,81056,701904,"[1,1]",23,702004,"[1,2]",24,702105,"[1,3]",25,702206,"[1,4]",31,40000,1403400001,"[3,4]",1303301002,第十关,
601101,81156,702005,"[1,1]",25,702105,"[1,2]",26,702206,"[1,3]",27,702307,"[1,4]",34,44000,1403400001,"[3,5]",,第十一关,
601201,81256,702105,"[1,1]",27,702205,"[1,2]",28,702306,"[1,3]",29,702407,"[1,4]",30,48000,1403400001,"[3,7]",,第十二关,
601301,81356,702205,"[1,1]",29,702305,"[1,2]",30,702406,"[1,3]",31,702507,"[1,4]",32,52000,1403400001,"[3,9]",,第十三关,
601401,81456,702305,"[1,1]",31,702405,"[1,2]",32,702506,"[1,3]",33,702607,"[1,4]",34,56000,1403400001,"[3,11]",,第十四关,
601501,81556,702405,"[1,1]",33,702505,"[1,2]",34,702606,"[1,3]",35,702707,"[1,4]",36,60000,1403400001,"[5,11]",1303301003,第十五关,
601601,81656,702506,"[1,1]",35,702606,"[1,2]",36,702707,"[1,3]",37,702807,"[1,4]",38,64000,1403400001,"[5,13]",,第十六关,
601701,81756,702606,"[1,1]",37,702706,"[1,2]",38,702807,"[1,3]",39,702907,"[1,4]",40,68000,1403400001,"[5,15]",,第十七关,
601801,81856,702706,"[1,1]",39,702806,"[1,2]",40,702907,"[1,3]",41,703007,"[1,4]",42,72000,1403400001,"[5,17]",,第十八关,
601901,81956,702806,"[1,1]",41,702906,"[1,2]",42,703007,"[1,3]",43,703107,"[1,4]",44,76000,1403400001,"[5,19]",,第十九关,
602001,82056,702906,"[1,1]",43,703006,"[1,2]",44,703107,"[1,3]",45,703207,"[1,4]",46,80000,1403400001,"[7,19]",1303301004,第二十关,
602101,82156,703006,"[1,1]",45,703106,"[1,2]",46,703208,"[1,3]",47,703308,"[1,4]",48,84000,1403400001,"[7,21]",,第二十一关,
602201,82256,703106,"[1,1]",47,703206,"[1,2]",48,703308,"[1,3]",49,703409,"[1,4]",50,88000,1403400001,"[7,23]",,第二十二关,
602301,82356,703206,"[1,1]",49,703306,"[1,2]",50,703408,"[1,3]",51,703510,"[1,4]",52,92000,1403400001,"[7,25]",,第二十三关,
602401,82456,703306,"[1,1]",51,703406,"[1,2]",52,703508,"[1,3]",53,703611,"[1,4]",54,96000,1403400001,"[7,26]",,第二十四关,
602501,82556,703407,"[1,1]",53,703507,"[1,2]",54,703608,"[1,3]",55,703712,"[1,4]",56,100000,1403400001,"[10,26]",1303301005,第二十五关,
602601,82656,703507,"[1,1]",55,703607,"[1,2]",56,703708,"[1,3]",57,703813,"[1,4]",58,104000,1403400001,"[10,28]",,第二十六关,
602701,82756,703607,"[1,1]",57,703707,"[1,2]",58,703808,"[1,3]",59,703914,"[1,4]",60,108000,1403400001,"[10,30]",,第二十七关,
602801,82856,703707,"[1,1]",59,703807,"[1,2]",60,703908,"[1,3]",61,704015,"[1,4]",62,112000,1403400001,"[10,32]",,第二十八关,
602901,82956,703807,"[1,1]",61,703907,"[1,2]",62,704008,"[1,3]",63,704116,"[1,4]",64,116000,1403400001,"[10,34]",,第二十九关,
603001,83056,703907,"[1,1]",64,704007,"[1,2]",65,704108,"[1,3]",66,704217,"[1,4]",67,120000,1403400001,"[12,34]",1303301006,第三十关,
603101,83156,704009,"[1,1]",67,704109,"[1,2]",68,704209,"[1,3]",69,704309,"[1,4]",70,124000,1403400001,"[12,36]",,第三十一关,
603201,83256,704109,"[1,1]",70,704209,"[1,2]",71,704309,"[1,3]",72,704409,"[1,4]",73,128000,1403400001,"[12,38]",,第三十二关,
603301,83356,704209,"[1,1]",73,704309,"[1,2]",74,704409,"[1,3]",75,704509,"[1,4]",76,132000,1403400001,"[12,40]",,第三十三关,
603401,83456,704309,"[1,1]",76,704409,"[1,2]",77,704509,"[1,3]",78,704609,"[1,4]",79,136000,1403400001,"[12,40]",,第三十四关,
603501,83556,704409,"[1,1]",79,704509,"[1,2]",80,704609,"[1,3]",81,704709,"[1,4]",82,140000,1403400001,"[14,40]",1303301007,第三十五关,
603601,83656,704509,"[1,1]",82,704609,"[1,2]",83,704709,"[1,3]",84,704809,"[1,4]",85,144000,1403400001,"[14,41]",,第三十六关,
603701,83756,704609,"[1,1]",85,704709,"[1,2]",86,704809,"[1,3]",87,704909,"[1,4]",88,148000,1403400001,"[14,42]",,第三十七关,
603801,83856,704709,"[1,1]",88,704809,"[1,2]",89,704909,"[1,3]",90,705009,"[1,4]",91,152000,1403400001,"[14,43]",,第三十八关,
603901,83956,704809,"[1,1]",91,704909,"[1,2]",92,705009,"[1,3]",93,705109,"[1,4]",94,156000,1403400001,"[14,44]",,第三十九关,
604001,84056,704909,"[1,1]",94,705009,"[1,2]",95,705109,"[1,3]",95,705209,"[1,4]",95,160000,1403400001,"[20,40]",1303301008,第四十关,
700101,80156,701004,"[1,1]",8,701105,"[1,2]",9,701205,"[1,3]",10,701305,"[1,4]",11,4000,1403400001,"[1,1]",,第一关,
700201,80256,701104,"[1,1]",9,701205,"[1,2]",10,701305,"[1,3]",11,701405,"[1,4]",12,8000,1403400001,"[1,1]",,第二关,
700301,80356,701205,"[1,1]",11,701305,"[1,2]",12,701405,"[1,3]",13,701505,"[1,4]",14,12000,1403400001,"[1,2]",,第三关,
700401,80456,701305,"[1,1]",13,701405,"[1,2]",14,701505,"[1,3]",15,701605,"[1,4]",16,16000,1403400001,"[1,2]",,第四关,
700501,80556,701405,"[1,1]",14,701505,"[1,2]",15,701605,"[1,3]",16,701705,"[1,4]",17,20000,1403400001,"[2,2]",1303301001,第五关,
700601,80656,701505,"[1,1]",15,701605,"[1,2]",16,701705,"[1,3]",17,701805,"[1,4]",18,24000,1403400001,"[2,3]",,第六关,
700701,80756,701605,"[1,1]",16,701705,"[1,2]",17,701805,"[1,3]",18,701905,"[1,4]",19,28000,1403400001,"[2,3]",,第七关,
700801,80856,701705,"[1,1]",17,701805,"[1,2]",18,701905,"[1,3]",19,702005,"[1,4]",20,32000,1403400001,"[2,3]",,第八关,
700901,80956,701805,"[1,1]",18,701905,"[1,2]",19,702005,"[1,3]",20,702105,"[1,4]",21,36000,1403400001,"[2,3]",,第九关,
