id,name,star,Lvl_limit,skill,skill1,merge_exp,hpmax,hpmax_step,mpmax,mpmax_step,spmax,spmax_step,patk,patk_step,pdef,pdef_step,matk,matk_step,mdef,mdef_step,crit,crit_step,parry,parry_step,weakdef,weakdef_step,weakatk,weakatk_step,hit,hit_step,dodge,dodge_step,natureatk,natureatk_step,naturedef,naturedef_step,holyatk,holyatk_step,holydef,holydef_step,darkatk,darkatk_step,darkdef,darkdef_step,head2d,image3d,t
700304,灵魂之箭,1,70,0,0,8000,1295,50.91,100,1,300,0,275,10.82,165,6.49,275,10.82,165,6.49,55,2.16,55,2.16,55,2.16,55,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700305,灵魂之箭,1,85,0,0,10000,1618,51.82,100,1,300,0,344,11.01,206,6.61,344,11.01,206,6.61,69,2.2,69,2.2,69,2.2,69,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700306,灵魂之箭,1,100,0,0,12000,1942,52.73,100,1,300,0,413,11.2,248,6.72,413,11.2,248,6.72,83,2.24,83,2.24,83,2.24,83,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700307,灵魂之箭,1,115,0,0,14000,2265,53.64,100,1,300,0,481,11.4,289,6.84,481,11.4,289,6.84,96,2.28,96,2.28,96,2.28,96,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700308,灵魂之箭,1,130,0,0,16000,2589,54.55,100,1,300,0,550,11.59,330,6.95,550,11.59,330,6.95,110,2.32,110,2.32,110,2.32,110,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700309,灵魂之箭,1,140,0,0,18000,2913,55.45,100,1,300,0,619,11.78,371,7.07,619,11.78,371,7.07,124,2.36,124,2.36,124,2.36,124,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700310,灵魂之箭,1,150,0,0,20000,3236,56.36,100,1,300,0,688,11.98,413,7.19,688,11.98,413,7.19,138,2.4,138,2.4,138,2.4,138,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700401,毁灭之箭,1,20,0,0,2000,337,50.11,100,1,300,0,70,10.44,41,6.14,70,10.44,41,6.14,14,2.09,14,2.05,14,2.09,14,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700402,毁灭之箭,1,40,0,0,4000,673,51.05,100,1,300,0,140,10.64,83,6.26,140,10.64,83,6.26,28,2.13,28,2.09,28,2.13,28,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700403,毁灭之箭,1,55,0,0,6000,1010,52,100,1,300,0,210,10.83,124,6.38,210,10.83,124,6.38,42,2.17,41,2.13,42,2.17,41,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700404,毁灭之箭,1,70,0,0,8000,1346,52.95,100,1,300,0,280,11.03,165,6.49,280,11.03,165,6.49,56,2.21,55,2.16,56,2.21,55,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700405,毁灭之箭,1,85,0,0,10000,1683,53.89,100,1,300,0,351,11.23,206,6.61,351,11.23,206,6.61,70,2.25,69,2.2,70,2.25,69,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700406,毁灭之箭,1,100,0,0,12000,2019,54.84,100,1,300,0,421,11.42,248,6.72,421,11.42,248,6.72,84,2.28,83,2.24,84,2.28,83,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700407,毁灭之箭,1,115,0,0,14000,2356,55.78,100,1,300,0,491,11.62,289,6.84,491,11.62,289,6.84,98,2.32,96,2.28,98,2.32,96,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700408,毁灭之箭,1,130,0,0,16000,2693,56.73,100,1,300,0,561,11.82,330,6.95,561,11.82,330,6.95,112,2.36,110,2.32,112,2.36,110,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700409,毁灭之箭,1,140,0,0,18000,3029,57.67,100,1,300,0,631,12.02,371,7.07,631,12.02,371,7.07,126,2.4,124,2.36,126,2.4,124,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700410,毁灭之箭,1,150,0,0,20000,3366,58.62,100,1,300,0,701,12.21,413,7.19,701,12.21,413,7.19,140,2.44,138,2.4,140,2.44,138,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700501,穿魂之箭,1,20,0,0,2000,343,51.07,100,1,300,0,71,10.64,42,6.26,71,10.64,42,6.26,14,2.13,14,2.09,14,2.13,14,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700502,穿魂之箭,1,40,0,0,4000,686,52.04,100,1,300,0,143,10.84,84,6.38,143,10.84,84,6.38,29,2.17,28,2.13,29,2.17,28,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700503,穿魂之箭,1,55,0,0,6000,1029,53,100,1,300,0,214,11.04,126,6.5,214,11.04,126,6.5,43,2.21,42,2.17,43,2.21,42,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700504,穿魂之箭,1,70,0,0,8000,1372,53.96,100,1,300,0,286,11.24,168,6.62,286,11.24,168,6.62,57,2.25,56,2.21,57,2.25,56,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700505,穿魂之箭,1,85,0,0,10000,1715,54.93,100,1,300,0,357,11.44,210,6.74,357,11.44,210,6.74,71,2.29,70,2.25,71,2.29,70,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700506,穿魂之箭,1,100,0,0,12000,2058,55.89,100,1,300,0,429,11.64,252,6.85,429,11.64,252,6.85,86,2.33,84,2.28,86,2.33,84,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700507,穿魂之箭,1,115,0,0,14000,2401,56.85,100,1,300,0,500,11.84,295,6.97,500,11.84,295,6.97,100,2.37,98,2.32,100,2.37,98,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700508,穿魂之箭,1,130,0,0,16000,2744,57.82,100,1,300,0,572,12.05,337,7.09,572,12.05,337,7.09,114,2.41,112,2.36,114,2.41,112,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700509,穿魂之箭,1,140,0,0,18000,3087,58.78,100,1,300,0,643,12.25,379,7.21,643,12.25,379,7.21,129,2.45,126,2.4,129,2.45,126,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700510,穿魂之箭,1,150,0,0,20000,3431,59.75,100,1,300,0,715,12.45,421,7.33,715,12.45,421,7.33,143,2.49,140,2.44,143,2.49,140,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700601,冥界法师,1,20,0,0,2000,350,52.04,100,1,300,0,73,10.84,43,6.38,73,10.84,43,6.38,15,2.17,14,2.13,15,2.17,14,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700602,冥界法师,1,40,0,0,4000,699,53.02,100,1,300,0,146,11.05,86,6.5,146,11.05,86,6.5,29,2.21,29,2.17,29,2.21,29,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700603,冥界法师,1,55,0,0,6000,1049,54,100,1,300,0,218,11.25,129,6.63,218,11.25,129,6.63,44,2.25,43,2.21,44,2.25,43,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700604,冥界法师,1,70,0,0,8000,1398,54.98,100,1,300,0,291,11.45,172,6.75,291,11.45,172,6.75,58,2.29,57,2.25,58,2.29,57,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700605,冥界法师,1,85,0,0,10000,1748,55.96,100,1,300,0,364,11.66,214,6.87,364,11.66,214,6.87,73,2.33,71,2.29,73,2.33,71,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700606,冥界法师,1,100,0,0,12000,2097,56.95,100,1,300,0,437,11.86,257,6.99,437,11.86,257,6.99,87,2.37,86,2.33,87,2.37,86,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700607,冥界法师,1,115,0,0,14000,2447,57.93,100,1,300,0,510,12.07,300,7.11,510,12.07,300,7.11,102,2.41,100,2.37,102,2.41,100,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700608,冥界法师,1,130,0,0,16000,2796,58.91,100,1,300,0,583,12.27,343,7.23,583,12.27,343,7.23,117,2.45,114,2.41,117,2.45,114,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700609,冥界法师,1,140,0,0,18000,3146,59.89,100,1,300,0,655,12.48,386,7.35,655,12.48,386,7.35,131,2.5,129,2.45,131,2.5,129,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700610,冥界法师,1,150,0,0,20000,3495,60.87,100,1,300,0,728,12.68,429,7.47,728,12.68,429,7.47,146,2.54,143,2.49,146,2.54,143,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700701,诅咒法师,1,20,0,0,2000,356,53,100,1,300,0,74,11.04,44,6.5,45,6.65,43,6.38,15,2.21,15,2.17,15,2.21,15,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700702,诅咒法师,1,40,0,0,4000,712,54,100,1,300,0,148,11.25,87,6.63,89,6.77,86,6.5,30,2.25,29,2.21,30,2.25,29,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700703,诅咒法师,1,55,0,0,6000,1068,55,100,1,300,0,223,11.46,131,6.75,134,6.9,129,6.62,45,2.29,44,2.25,45,2.29,44,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700704,诅咒法师,1,70,0,0,8000,1424,56,100,1,300,0,297,11.67,175,6.87,179,7.02,171,6.74,59,2.33,58,2.29,59,2.33,58,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700705,诅咒法师,1,85,0,0,10000,1780,57,100,1,300,0,371,11.88,218,7,223,7.15,214,6.86,74,2.38,73,2.33,74,2.38,73,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700706,诅咒法师,1,100,0,0,12000,2136,58,100,1,300,0,445,12.08,262,7.12,268,7.27,257,6.98,89,2.42,87,2.37,89,2.42,87,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700707,诅咒法师,1,115,0,0,14000,2492,59,100,1,300,0,519,12.29,306,7.24,312,7.4,300,7.1,104,2.46,102,2.41,104,2.46,102,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700708,诅咒法师,1,130,0,0,16000,2848,60,100,1,300,0,593,12.5,350,7.36,357,7.52,343,7.22,119,2.5,117,2.45,119,2.5,117,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700709,诅咒法师,1,140,0,0,18000,3204,61,100,1,300,0,668,12.71,393,7.49,402,7.65,386,7.34,134,2.54,131,2.5,134,2.54,131,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700710,诅咒法师,1,150,0,0,20000,3560,62,100,1,300,0,742,12.92,437,7.61,446,7.77,429,7.46,148,2.58,146,2.54,148,2.58,146,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700801,黑暗使者,1,20,0,0,2000,350,52.04,100,1,300,0,71,10.64,44,6.5,71,10.64,44,6.5,14,2.13,15,2.17,14,2.13,15,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700802,黑暗使者,1,40,0,0,4000,699,53.02,100,1,300,0,143,10.84,87,6.63,143,10.84,87,6.63,29,2.17,29,2.21,29,2.17,29,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700803,黑暗使者,1,55,0,0,6000,1049,54,100,1,300,0,214,11.04,131,6.75,214,11.04,131,6.75,43,2.21,44,2.25,43,2.21,44,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700804,黑暗使者,1,70,0,0,8000,1398,54.98,100,1,300,0,286,11.24,175,6.87,286,11.24,175,6.87,57,2.25,58,2.29,57,2.25,58,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700805,黑暗使者,1,85,0,0,10000,1748,55.96,100,1,300,0,357,11.44,218,7,357,11.44,218,7,71,2.29,73,2.33,71,2.29,73,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700806,黑暗使者,1,100,0,0,12000,2097,56.95,100,1,300,0,429,11.64,262,7.12,429,11.64,262,7.12,86,2.33,87,2.37,86,2.33,87,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700807,黑暗使者,1,115,0,0,14000,2447,57.93,100,1,300,0,500,11.84,306,7.24,500,11.84,306,7.24,100,2.37,102,2.41,100,2.37,102,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700808,黑暗使者,1,130,0,0,16000,2796,58.91,100,1,300,0,572,12.05,350,7.36,572,12.05,350,7.36,114,2.41,117,2.45,114,2.41,117,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700809,黑暗使者,1,140,0,0,18000,3146,59.89,100,1,300,0,643,12.25,393,7.49,643,12.25,393,7.49,129,2.45,131,2.5,129,2.45,131,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700810,黑暗使者,1,150,0,0,20000,3495,60.87,100,1,300,0,715,12.45,437,7.61,715,12.45,437,7.61,143,2.49,146,2.54,143,2.49,146,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700901,地狱使者,1,20,0,0,2000,356,53,100,1,300,0,73,10.84,45,6.63,73,10.84,45,6.63,15,2.17,15,2.21,15,2.17,15,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700902,地狱使者,1,40,0,0,4000,712,54,100,1,300,0,146,11.05,89,6.75,146,11.05,89,6.75,29,2.21,30,2.25,29,2.21,30,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700903,地狱使者,1,55,0,0,6000,1068,55,100,1,300,0,218,11.25,134,6.88,218,11.25,134,6.88,44,2.25,45,2.29,44,2.25,45,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700904,地狱使者,1,70,0,0,8000,1424,56,100,1,300,0,291,11.45,178,7,291,11.45,178,7,58,2.29,59,2.33,58,2.29,59,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700905,地狱使者,1,85,0,0,10000,1780,57,100,1,300,0,364,11.66,223,7.13,364,11.66,223,7.13,73,2.33,74,2.38,73,2.33,74,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700906,地狱使者,1,100,0,0,12000,2136,58,100,1,300,0,437,11.86,267,7.25,437,11.86,267,7.25,87,2.37,89,2.42,87,2.37,89,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700907,地狱使者,1,115,0,0,14000,2492,59,100,1,300,0,510,12.07,312,7.38,510,12.07,312,7.38,102,2.41,104,2.46,102,2.41,104,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700908,地狱使者,1,130,0,0,16000,2848,60,100,1,300,0,583,12.27,356,7.5,583,12.27,356,7.5,117,2.45,119,2.5,117,2.45,119,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700909,地狱使者,1,140,0,0,18000,3204,61,100,1,300,0,655,12.48,401,7.63,655,12.48,401,7.63,131,2.5,134,2.54,131,2.5,134,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
700910,地狱使者,1,150,0,0,20000,3560,62,100,1,300,0,728,12.68,445,7.75,728,12.68,445,7.75,146,2.54,148,2.58,146,2.54,148,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701001,锐利之剑,2,20,0,0,5000,393,57.71,100,1,300,0,75,11.05,45,6.63,75,11.05,47,6.86,15,2.21,15,2.21,15,2.21,15,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701002,锐利之剑,2,40,0,0,7500,786,59.14,100,1,300,0,151,11.33,90,6.8,151,11.33,93,7.03,30,2.27,30,2.27,30,2.27,30,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701003,锐利之剑,2,55,0,0,10000,1179,60.57,100,1,300,0,226,11.6,135,6.96,226,11.6,140,7.2,45,2.32,45,2.32,45,2.32,45,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701004,锐利之剑,2,70,0,0,12500,1572,62,100,1,300,0,301,11.88,181,7.13,301,11.88,187,7.38,60,2.38,60,2.38,60,2.38,60,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701005,锐利之剑,2,85,0,0,15000,1965,63.43,100,1,300,0,376,12.15,226,7.29,376,12.15,234,7.55,75,2.43,75,2.43,75,2.43,75,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701006,锐利之剑,2,100,0,0,17500,2358,64.86,100,1,300,0,452,12.42,271,7.45,452,12.42,280,7.72,90,2.48,90,2.48,90,2.48,90,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701007,锐利之剑,2,115,0,0,20000,2751,66.29,100,1,300,0,527,12.7,316,7.62,527,12.7,327,7.89,105,2.54,105,2.54,105,2.54,105,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701008,锐利之剑,2,130,0,0,23000,3144,67.72,100,1,300,0,602,12.97,361,7.78,602,12.97,374,8.06,120,2.59,120,2.59,120,2.59,120,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701009,锐利之剑,2,140,0,0,26000,3537,69.15,100,1,300,0,677,13.25,406,7.95,677,13.25,421,8.23,135,2.65,135,2.65,135,2.65,135,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701010,锐利之剑,2,150,0,0,30000,3930,70.58,100,1,300,0,753,13.52,452,8.11,753,13.52,467,8.4,151,2.7,151,2.7,151,2.7,151,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701101,愤怒之剑,2,20,0,0,5000,387,56.78,100,1,300,0,75,11.05,47,6.86,75,11.05,45,6.63,15,2.21,15,2.21,15,2.21,15,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701102,愤怒之剑,2,40,0,0,7500,773,58.18,100,1,300,0,151,11.33,93,7.03,151,11.33,90,6.8,30,2.27,30,2.27,30,2.27,30,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701103,愤怒之剑,2,55,0,0,10000,1160,59.59,100,1,300,0,226,11.6,140,7.2,226,11.6,135,6.96,45,2.32,45,2.32,45,2.32,45,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701104,愤怒之剑,2,70,0,0,12500,1547,61,100,1,300,0,301,11.88,187,7.38,301,11.88,181,7.13,60,2.38,60,2.38,60,2.38,60,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701105,愤怒之剑,2,85,0,0,15000,1933,62.41,100,1,300,0,376,12.15,234,7.55,376,12.15,226,7.29,75,2.43,75,2.43,75,2.43,75,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701106,愤怒之剑,2,100,0,0,17500,2320,63.82,100,1,300,0,452,12.42,280,7.72,452,12.42,271,7.45,90,2.48,90,2.48,90,2.48,90,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701107,愤怒之剑,2,115,0,0,20000,2707,65.22,100,1,300,0,527,12.7,327,7.89,527,12.7,316,7.62,105,2.54,105,2.54,105,2.54,105,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701108,愤怒之剑,2,130,0,0,23000,3093,66.63,100,1,300,0,602,12.97,374,8.06,602,12.97,361,7.78,120,2.59,120,2.59,120,2.59,120,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
