id,name,downloadLevel,level_limit,type,enter_id,next_scene,stage_no,stage_color,icon,width,height,fId,levels,resource,music,born,world_resources,loading_bg,min_map,endRow
3004,翼兽地牢,0,0,2,300002,3005,4,1,1920402,100,100,3000,,Troy_Level01_L00,500004,"[[62.1,0,37.4]]",,1910301,,
3005,奇美拉地牢,0,0,2,300002,3006,5,1,1920403,100,100,3000,,Troy_Level01_L00,500005,"[[62.1,0,37.4]]",,1910301,,
3006,龙卫地牢,0,0,2,300002,3007,6,1,1920402,100,100,3000,,Troy_Level01_L00,500005,"[[90.9,0,5.6]]",,1910301,,
3007,狮鹫遗迹,0,0,2,300002,3008,7,1,1920201,100,100,3000,,Peidasi_Level01_L09,500004,"[[3.5,0,84]]",,1910201,,
3008,迷幻烟漠,0,0,2,300002,3009,8,1,1920201,100,100,3000,,Peidasi_Level01_L08,500005,"[[41.2,0,82.8]]",,1910201,,
3009,魔龙地牢,0,0,2,300002,3010,9,1,1920301,100,100,3000,,Peidasi_Level02_L09,500004,"[[37.3,0,84.4]]",,1910301,,
3010,堤丰地牢,0,0,2,300002,3011,10,1,1920301,100,100,3000,,Peidasi_Level02_L10,500005,"[[84.5,0,64]]",,1910301,,
3011,虚空之门,0,0,2,300002,3012,11,2,1920303,100,100,3000,,Peidasi_Level02_L11,500004,"[[20.6,0,22.6]]",,1910301,,
3012,血池迷宫,0,0,2,300003,3013,1,1,1920401,100,100,3000,,Troy_Level01_L00,500005,"[[37.6,0,76.3]]",,1920401,,
3013,腐烂血池,0,0,2,300003,3014,2,1,1920401,100,100,3000,,Troy_Level01_L00,500004,"[[13,0,68]]",,1920402,,
3014,千重炼狱,0,0,2,300003,3015,3,1,1920402,100,100,3000,,Troy_Level01_L00,500005,"[[90.9,0,5.6]]",,1920403,,
3015,献祭之地,0,0,2,300003,3016,4,1,1920302,100,100,3000,,Peidasi_Level02_L04,500005,"[[71.5,0,94.7]]",,1920301,,
3016,恶魔之巢,0,0,2,300003,3017,5,1,1920301,100,100,3000,,Peidasi_Level02_L05,500004,"[[37.3,0,84.4]]",,1920302,,
3017,海蛇地牢,0,0,2,300003,3018,6,1,1920301,100,100,3000,,Peidasi_Level02_L06,500005,"[[84.5,0,64]]",,1920303,,
3018,辉煌战谷,0,0,2,300003,3019,7,1,1920501,100,100,3000,,Troy_Level02_L06,500005,"[[8.7,0,51.7]]",,1920501,,
3019,流放之漠,0,0,2,300003,3020,8,1,1920201,100,100,3000,,Peidasi_Level01_L12,500004,"[[3.5,0,84]]",,1920202,,
3020,诅咒之漠,0,0,2,300003,3021,9,1,1920201,100,100,3000,,Peidasi_Level01_L13,500005,"[[41.2,0,82.8]]",,1920203,,
3021,遗忘古城,0,0,2,300003,3022,10,1,1920502,100,100,3000,,Troy_Level02_L07,500004,"[[4.6,0,90.7]]",,1920501,,
3022,旧城遗迹,0,0,2,300003,3023,11,1,1920502,100,100,3000,,Troy_Level02_L08,500005,"[[8.7,0,51.7]]",,1920502,,
3023,终结之地,0,0,2,300003,4001,12,2,1920404,100,100,3000,,Troy_Level01_L00,500004,"[[13,0,68]]",,1920403,,
4000,莱斯博斯,0,0,0,,,,,,100,100,1,,Lesbos_L00,500006,"[[47.46906,21.73155,13.69165]]",Lesbos_4000,1910301,2001003,
4001,精灵幻境,0,0,2,400002,4002,1,1,1920704,100,100,4000,,Lesbos_Level03_L01,500004,"[[110.1,0,14.7]]",,1920704,,
4002,不沉之月,0,0,2,400002,4003,2,1,1920705,100,100,4000,,Lesbos_Level03_L02,500004,"[[66.4,0,88]]",,1920705,,
4003,月女神之梦,0,0,2,400002,4004,3,1,1920704,100,100,4000,,Lesbos_Level03_L03,500005,"[[112.4,0,60.1]]",,1920704,,
4004,娜迦故乡,0,0,2,400002,4005,4,1,1920706,100,100,4000,,Lesbos_Level03_L04,500005,"[[39.5,0,8.5]]",,1920706,,
4005,落日原野,0,0,2,400002,4006,5,1,1920501,100,100,4000,,Troy_Level02_L13,500004,"[[30,0,15.9]]",,1920501,,
4006,阴冷沼泽,0,0,2,400002,4007,6,1,1920502,100,100,4000,,Troy_Level02_L14,500005,"[[43.5,0,15.5]]",,1920502,,
4007,言灵山丘,0,0,2,400002,4008,7,1,1920501,100,100,4000,,Troy_Level02_L15,500004,"[[89.5,0,18.5]]",,1920501,,
4008,千尸魔沼,0,0,2,400002,4009,8,1,1920502,100,100,4000,,Troy_Level02_L16,500005,"[[5.5,0,91.5]]",,1920502,,
4009,猛兽洞穴,0,0,2,400002,4010,9,1,1920707,100,100,4000,,Lesbos_Level01_L01,500004,"[[36.5,0,19.5]]",,1920707,,
4010,蛇穴外部,0,0,2,400002,4011,10,1,1920708,100,100,4000,,Lesbos_Level01_L02,500004,"[[92.5,0,8.5]]",,1920708,,
4011,蛇穴内部,0,0,2,400002,4012,11,1,1920707,100,100,4000,,Lesbos_Level01_L03,500005,"[[85.5,0,40.5]]",,1920707,,
4012,蛇穴祭坛,0,0,2,400002,,12,1,1920709,100,100,4000,,Lesbos_Level01_L04,500005,"[[42.5,0,13.5]]",,1920709,,
5000,亚特兰蒂斯,0,0,0,,,,,,100,100,1,,Troy_L00,500006,"[[55,0,65]]",,1910301,,
6000,奥林匹斯山,0,0,0,,,,,,100,100,1,,Troy_L00,,"[[55,0,65]]",,1910301,,
7000,卡塔斯平原,0,0,0,,,,,,100,100,1,,Troy_L00,,"[[55,0,65]]",,1910301,,
8000,高加索,0,0,0,,,,,,100,100,1,,Troy_L00,,"[[55,0,65]]",,1910301,,
9000,诺尔芬,0,0,0,,,,,,100,100,1,,Troy_L00,,"[[55,0,65]]",,1910301,,
10000,奥斯丁,0,0,0,,,,,,100,100,1,,Troy_L00,,"[[55,0,65]]",,1910301,,
50001,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
50002,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
50003,神石遗迹,0,0,5,,,,,,100,100,1000,,Troy_Level02_L12,500004,"[[74.5,0,37.5]]",,1910201,,
50004,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
50005,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[49.5,0,14]]",,1910301,,
50006,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
50007,蛇穴祭坛,0,0,5,,,,,,100,100,4000,,Lesbos_Level01_L04,500005,"[[45,0,69]]",,1910301,,
60000,竞技场,0,0,9,,,,,,100,100,1000,,Arena_L00,500004,"[[12.7,1.5,16.9],[16.5,1.5,13]]",,1910301,,
60001,神坛掠夺,0,0,16,,,,,,100,100,1000,,Arena_L00,500004,"[[12.7,1.5,16.9],[16.5,1.5,13]]",,1910301,,
70000,噩梦PK场,0,0,6,,,,,,100,100,1000,,Peidasi_Level02_L00,500005,"[[73.9,0,59.8],[81.6,0,51.2]]",,1910301,,
70001,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70002,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70003,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70004,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70005,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70006,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70007,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70008,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70009,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70010,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70011,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70012,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70013,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70014,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
70015,战魔神殿,0,0,7,,,,,,100,100,1000,,XinShouCun_Level01_L00,500005,"[[11.3,0,75]]",,1910301,,
80001,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
80002,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
80003,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
80004,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[55.5,0,16.5]]",,1910301,,
80005,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
80011,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
80012,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
80013,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
80014,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[55.5,0,16.5]]",,1910301,,
80015,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
80021,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
80022,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
80023,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
80024,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[55.5,0,16.5]]",,1910301,,
80025,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
80031,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
80032,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
80033,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
80034,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[55.5,0,16.5]]",,1910301,,
80035,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
80041,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
80042,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
80043,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
80044,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[55.5,0,16.5]]",,1910301,,
80045,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
80051,上古祭坛,0,0,5,,,,,13009,100,100,1000,,XinShouCun_Level01_L00,500005,"[[84.5,0,26.5]]",,1910301,,
80052,英雄王遗迹,0,0,5,,,,,13009,100,100,2000,,Peidasi_Level01_L00,500005,"[[15.5,0,40.5]]",,1910301,,
80053,沉星遗迹,0,0,5,,,,,,100,100,3000,,Peidasi_Level02_L00,500005,"[[71.5,0,94.7]]",,1910301,,
80054,虚空之门,0,0,5,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[55.5,0,16.5]]",,1910301,,
80055,终结之地,0,0,5,,,,,,100,100,5000,,Troy_Level01_L00,500005,"[[67.8,0,64.3]]",,1910301,,
5,公会场景,0,0,10,,,,,,,,,,Alliance_L00,500006,"[[49,0,33]]",,1910102,,
6,炼狱选择副本,0,0,11,,,,,,,,,,HardStage_L00,500006,"[[49,0,33]]",,1910102,,
7,联盟争霸,0,0,15,,,,,,100,100,,,AlliedBattle_L00,500005,"[[18.1,0,50.5],[37.9,0,49.2],[39,0,46.2],[38.2,0,54],[80,0,50.5],[60,0,50],[60.3,0,45.6],[59.1,0,55]]",,1910301,,
8,角斗场,0,0,14,,,,,,100,100,4000,,Peidasi_Level02_L00,500005,"[[22.8,0,21.6],[7.8,0,6]]",,1910301,,
80156,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80256,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80356,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80456,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80556,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80656,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80756,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80856,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
80956,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81056,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81156,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81256,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81356,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81456,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81556,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81656,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81756,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
81856,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
